year,municipality_code,municipality_name,metric_id,metric_name,metric_domain,value,unit,source_file,source_schedule,source_variable_code,quality_status,comparability_status,formula,data_quality_note
2018,0046,Calgary,pop,Population,A,1306586,persons,population-estimates-ab-census-subdivision-municipal-2016-to-current.xlsx,population,CSD 4806016,reported_value,comparable,,July 1 estimate; sole approved per-capita denominator
2018,0046,Calgary,pop_growth,Annual population growth,A,1.2881,%,derived,derived,CSD 4806016,reported_value,comparable,pop[y] / pop[y-1] - 1,derived from population estimates
2018,0046,Calgary,accumulated_surplus,Accumulated surplus,B,19695083000.0,$ nominal,2018_financial_year.xlsx,A(1)-Total,00450,reported_value,comparable,,nominal dollars
2018,0046,Calgary,debt_limit,Debt limit,B,7975000000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05700,reported_value,comparable,,nominal dollars
2018,0046,Calgary,debt_service_cost,Total debt-service costs,B,360000000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05730,reported_value,comparable,,nominal dollars
2018,0046,Calgary,debt_service_limit,Debt-service limit,B,1396000000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05720,reported_value,comparable,,nominal dollars
2018,0046,Calgary,debt_total,Total debt,B,2976000000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05710,reported_value,comparable,,nominal dollars
2018,0046,Calgary,equalized_assessment,Equalized assessment,C,274595902731.0,$ nominal,2018_financial_year.xlsx,EA(1)-Assessment,08260,reported_value,comparable,,nominal dollars
2018,0046,Calgary,exp_culture,Culture expense,D,121830000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01540,reported_value,comparable,,nominal dollars
2018,0046,Calgary,exp_fire,Fire expense,D,304455000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01220,reported_value,comparable,,nominal dollars
2018,0046,Calgary,exp_parks_rec,Parks and recreation expense,D,269152000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01530,reported_value,comparable,,nominal dollars
2018,0046,Calgary,exp_police,Police expense,D,521224000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01210,reported_value,comparable,,nominal dollars
2018,0046,Calgary,exp_roads,"Roads, streets, walks, lighting expense",D,395727000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01290,reported_value,comparable,,nominal dollars
2018,0046,Calgary,exp_total,Total expense,A,3872644000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01580,reported_value,comparable,,nominal dollars
2018,0046,Calgary,exp_transit,Public transit expense,D,531714000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01310,reported_value,comparable,,nominal dollars
2018,0046,Calgary,fte_total,Total full-time municipal positions,D,15914.0,positions,2018_financial_year.xlsx,ST(1)-Stat,05500,reported_value,comparable,,
2018,0046,Calgary,mill_rate_nonres,Non-residential general municipal mill rate,C,15.3234,mills,2018_financial_year.xlsx,MR(3)-Mill Rate,10034,reported_value,comparable,,
2018,0046,Calgary,mill_rate_res,Residential general municipal mill rate,C,3.9014,mills,2018_financial_year.xlsx,MR(3)-Mill Rate,10030,reported_value,comparable,,
2018,0046,Calgary,net_financial_assets,Net financial assets / net debt,B,1918604000.0,$ nominal,2018_financial_year.xlsx,A(1)-Total,00395,reported_value,comparable,,nominal dollars
2018,0046,Calgary,net_rev_exp,Net revenue/expense,A,1038369000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01590,reported_value,comparable,,nominal dollars
2018,0046,Calgary,property_tax,Property taxes and grants in place,C,2583178000.0,$ nominal,2018_financial_year.xlsx,K(3)-Total,04000,reported_value,comparable,,nominal dollars
2018,0046,Calgary,rev_total,Total revenue,A,4911013000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01140,reported_value,comparable,,nominal dollars
2018,0046,Calgary,assessment_per_capita,Assessment per capita,C,210162.899902,$ nominal / person,derived,derived,equalized_assessment/pop,reported_value,comparable,equalized_assessment / pop,nominal inputs
2018,0046,Calgary,debt_service_utilization,Debt-service utilization,B,25.787966,%,derived,derived,debt_service_cost/debt_service_limit,reported_value,comparable,debt_service_cost / debt_service_limit,
2018,0046,Calgary,debt_utilization,Debt utilization,B,37.316614,%,derived,derived,debt_total/debt_limit,reported_value,comparable,debt_total / debt_limit,
2018,0046,Calgary,exp_culture_per_capita,Culture expense per capita,D,93.243001,$ nominal / person,derived,derived,exp_culture/pop,reported_value,comparable,exp_culture / pop,nominal inputs
2018,0046,Calgary,exp_culture_share,Culture share of total expense,D,3.145913,%,derived,derived,exp_culture/exp_total,reported_value,comparable,exp_culture / exp_total,
2018,0046,Calgary,exp_fire_per_capita,Fire expense per capita,D,233.015661,$ nominal / person,derived,derived,exp_fire/pop,reported_value,comparable,exp_fire / pop,nominal inputs
2018,0046,Calgary,exp_fire_share,Fire share of total expense,D,7.861683,%,derived,derived,exp_fire/exp_total,reported_value,comparable,exp_fire / exp_total,
2018,0046,Calgary,exp_parks_rec_per_capita,Parks & recreation expense per capita,D,205.996391,$ nominal / person,derived,derived,exp_parks_rec/pop,reported_value,comparable,exp_parks_rec / pop,nominal inputs
2018,0046,Calgary,exp_parks_rec_share,Parks & recreation share of total expense,D,6.950084,%,derived,derived,exp_parks_rec/exp_total,reported_value,comparable,exp_parks_rec / exp_total,
2018,0046,Calgary,exp_per_capita,Expense per capita,A,2963.941141,$ nominal / person,derived,derived,exp_total/pop,reported_value,comparable,exp_total / pop,nominal inputs
2018,0046,Calgary,exp_police_per_capita,Police expense per capita,D,398.920546,$ nominal / person,derived,derived,exp_police/pop,reported_value,comparable,exp_police / pop,nominal inputs
2018,0046,Calgary,exp_police_share,Police share of total expense,D,13.459125,%,derived,derived,exp_police/exp_total,reported_value,comparable,exp_police / exp_total,
2018,0046,Calgary,exp_roads_per_capita,Roads expense per capita,D,302.870994,$ nominal / person,derived,derived,exp_roads/pop,reported_value,comparable,exp_roads / pop,nominal inputs
2018,0046,Calgary,exp_roads_share,Roads share of total expense,D,10.218523,%,derived,derived,exp_roads/exp_total,reported_value,comparable,exp_roads / exp_total,
2018,0046,Calgary,exp_transit_per_capita,Transit expense per capita,D,406.949102,$ nominal / person,derived,derived,exp_transit/pop,reported_value,comparable,exp_transit / pop,nominal inputs
2018,0046,Calgary,exp_transit_share,Transit share of total expense,D,13.729999,%,derived,derived,exp_transit/exp_total,reported_value,comparable,exp_transit / exp_total,
2018,0046,Calgary,fte_per_1000,"FTE per 1,000 residents",D,12.179834,"per 1,000 residents",derived,derived,fte_total/pop,reported_value,comparable,fte_total / (pop / 1000),
2018,0046,Calgary,rev_per_capita,Revenue per capita,A,3758.660356,$ nominal / person,derived,derived,rev_total/pop,reported_value,comparable,rev_total / pop,nominal inputs
2018,0098,Edmonton,pop,Population,A,1002920,persons,population-estimates-ab-census-subdivision-municipal-2016-to-current.xlsx,population,CSD 4811061,reported_value,comparable,,July 1 estimate; sole approved per-capita denominator
2018,0098,Edmonton,pop_growth,Annual population growth,A,2.0018,%,derived,derived,CSD 4811061,reported_value,comparable,pop[y] / pop[y-1] - 1,derived from population estimates
2018,0098,Edmonton,accumulated_surplus,Accumulated surplus,B,14296486000.0,$ nominal,2018_financial_year.xlsx,A(1)-Total,00450,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,debt_limit,Debt limit,B,5587398000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05700,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,debt_service_cost,Total debt-service costs,B,284343000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05730,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,debt_service_limit,Debt-service limit,B,977795000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05720,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,debt_total,Total debt,B,3046194000.0,$ nominal,2018_financial_year.xlsx,AA(1)-Debt,05710,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,equalized_assessment,Equalized assessment,C,169023496148.0,$ nominal,2018_financial_year.xlsx,EA(1)-Assessment,08260,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,exp_culture,Culture expense,D,74771000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01540,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,exp_fire,Fire expense,D,211158000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01220,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,exp_parks_rec,Parks and recreation expense,D,279149000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01530,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,exp_police,Police expense,D,444492000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01210,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,exp_roads,"Roads, streets, walks, lighting expense",D,432491000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01290,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,exp_total,Total expense,A,3029373000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01580,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,exp_transit,Public transit expense,D,442378000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01310,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,fte_total,Total full-time municipal positions,D,10232.0,positions,2018_financial_year.xlsx,ST(1)-Stat,05500,reported_value,comparable,,
2018,0098,Edmonton,mill_rate_nonres,Non-residential general municipal mill rate,C,17.4354,mills,2018_financial_year.xlsx,MR(3)-Mill Rate,10034,reported_value,comparable,,
2018,0098,Edmonton,mill_rate_res,Residential general municipal mill rate,C,6.1982,mills,2018_financial_year.xlsx,MR(3)-Mill Rate,10030,reported_value,comparable,,
2018,0098,Edmonton,net_financial_assets,Net financial assets / net debt,B,2538224000.0,$ nominal,2018_financial_year.xlsx,A(1)-Total,00395,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,net_rev_exp,Net revenue/expense,A,962729000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01590,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,property_tax,Property taxes and grants in place,C,2066560000.0,$ nominal,2018_financial_year.xlsx,K(3)-Total,04000,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,rev_total,Total revenue,A,3992102000.0,$ nominal,2018_financial_year.xlsx,C(1)-Revenue,01140,reported_value,comparable,,nominal dollars
2018,0098,Edmonton,assessment_per_capita,Assessment per capita,C,168531.384505,$ nominal / person,derived,derived,equalized_assessment/pop,reported_value,comparable,equalized_assessment / pop,nominal inputs
2018,0098,Edmonton,debt_service_utilization,Debt-service utilization,B,29.080022,%,derived,derived,debt_service_cost/debt_service_limit,reported_value,comparable,debt_service_cost / debt_service_limit,
2018,0098,Edmonton,debt_utilization,Debt utilization,B,54.519009,%,derived,derived,debt_total/debt_limit,reported_value,comparable,debt_total / debt_limit,
2018,0098,Edmonton,exp_culture_per_capita,Culture expense per capita,D,74.553304,$ nominal / person,derived,derived,exp_culture/pop,reported_value,comparable,exp_culture / pop,nominal inputs
2018,0098,Edmonton,exp_culture_share,Culture share of total expense,D,2.468201,%,derived,derived,exp_culture/exp_total,reported_value,comparable,exp_culture / exp_total,
2018,0098,Edmonton,exp_fire_per_capita,Fire expense per capita,D,210.543214,$ nominal / person,derived,derived,exp_fire/pop,reported_value,comparable,exp_fire / pop,nominal inputs
2018,0098,Edmonton,exp_fire_share,Fire share of total expense,D,6.970353,%,derived,derived,exp_fire/exp_total,reported_value,comparable,exp_fire / exp_total,
2018,0098,Edmonton,exp_parks_rec_per_capita,Parks & recreation expense per capita,D,278.336258,$ nominal / person,derived,derived,exp_parks_rec/pop,reported_value,comparable,exp_parks_rec / pop,nominal inputs
2018,0098,Edmonton,exp_parks_rec_share,Parks & recreation share of total expense,D,9.214745,%,derived,derived,exp_parks_rec/exp_total,reported_value,comparable,exp_parks_rec / exp_total,
2018,0098,Edmonton,exp_per_capita,Expense per capita,A,3020.552985,$ nominal / person,derived,derived,exp_total/pop,reported_value,comparable,exp_total / pop,nominal inputs
2018,0098,Edmonton,exp_police_per_capita,Police expense per capita,D,443.197862,$ nominal / person,derived,derived,exp_police/pop,reported_value,comparable,exp_police / pop,nominal inputs
2018,0098,Edmonton,exp_police_share,Police share of total expense,D,14.672739,%,derived,derived,exp_police/exp_total,reported_value,comparable,exp_police / exp_total,
2018,0098,Edmonton,exp_roads_per_capita,Roads expense per capita,D,431.231803,$ nominal / person,derived,derived,exp_roads/pop,reported_value,comparable,exp_roads / pop,nominal inputs
2018,0098,Edmonton,exp_roads_share,Roads share of total expense,D,14.276585,%,derived,derived,exp_roads/exp_total,reported_value,comparable,exp_roads / exp_total,
2018,0098,Edmonton,exp_transit_per_capita,Transit expense per capita,D,441.090017,$ nominal / person,derived,derived,exp_transit/pop,reported_value,comparable,exp_transit / pop,nominal inputs
2018,0098,Edmonton,exp_transit_share,Transit share of total expense,D,14.602956,%,derived,derived,exp_transit/exp_total,reported_value,comparable,exp_transit / exp_total,
2018,0098,Edmonton,fte_per_1000,"FTE per 1,000 residents",D,10.20221,"per 1,000 residents",derived,derived,fte_total/pop,reported_value,comparable,fte_total / (pop / 1000),
2018,0098,Edmonton,rev_per_capita,Revenue per capita,A,3980.479001,$ nominal / person,derived,derived,rev_total/pop,reported_value,comparable,rev_total / pop,nominal inputs
2018,0098,Edmonton,accumulated_surplus_real2025,Accumulated surplus (constant 2025 $),B,17509636480.796585,$ constant 2025,derived,derived,accumulated_surplus x CPI2025/CPI2018,reported_value,display_only_context,accumulated_surplus × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,debt_limit_real2025,Debt limit (constant 2025 $),B,6843171661.450924,$ constant 2025,derived,derived,debt_limit x CPI2025/CPI2018,reported_value,display_only_context,debt_limit × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,debt_service_cost_real2025,Total debt-service costs (constant 2025 $),B,348249392.603129,$ constant 2025,derived,derived,debt_service_cost x CPI2025/CPI2018,reported_value,display_only_context,debt_service_cost × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,debt_service_limit_real2025,Debt-service limit (constant 2025 $),B,1197555469.416785,$ constant 2025,derived,derived,debt_service_limit x CPI2025/CPI2018,reported_value,display_only_context,debt_service_limit × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,debt_total_real2025,Total debt (constant 2025 $),B,3730829351.351351,$ constant 2025,derived,derived,debt_total x CPI2025/CPI2018,reported_value,display_only_context,debt_total × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,equalized_assessment_real2025,Equalized assessment (constant 2025 $),C,207011707231.04977,$ constant 2025,derived,derived,equalized_assessment x CPI2025/CPI2018,reported_value,display_only_context,equalized_assessment × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_culture_real2025,Culture expense (constant 2025 $),D,91575862.019915,$ constant 2025,derived,derived,exp_culture x CPI2025/CPI2018,reported_value,display_only_context,exp_culture × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_fire_real2025,Fire expense (constant 2025 $),D,258615985.775249,$ constant 2025,derived,derived,exp_fire x CPI2025/CPI2018,reported_value,display_only_context,exp_fire × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_parks_rec_real2025,Parks and recreation expense (constant 2025 $),D,341888035.561878,$ constant 2025,derived,derived,exp_parks_rec x CPI2025/CPI2018,reported_value,display_only_context,exp_parks_rec × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_police_real2025,Police expense (constant 2025 $),D,544392051.209104,$ constant 2025,derived,derived,exp_police x CPI2025/CPI2018,reported_value,display_only_context,exp_police × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_roads_real2025,"Roads, streets, walks, lighting expense (constant 2025 $)",D,529693813.655761,$ constant 2025,derived,derived,exp_roads x CPI2025/CPI2018,reported_value,display_only_context,exp_roads × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_total_real2025,Total expense (constant 2025 $),A,3710227813.655761,$ constant 2025,derived,derived,exp_total x CPI2025/CPI2018,reported_value,display_only_context,exp_total × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_transit_real2025,Public transit expense (constant 2025 $),D,541802927.45377,$ constant 2025,derived,derived,exp_transit x CPI2025/CPI2018,reported_value,display_only_context,exp_transit × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,net_financial_assets_real2025,Net financial assets / net debt (constant 2025 $),B,3108692551.920341,$ constant 2025,derived,derived,net_financial_assets x CPI2025/CPI2018,reported_value,display_only_context,net_financial_assets × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,net_rev_exp_real2025,Net revenue/expense (constant 2025 $),A,1179103369.843528,$ constant 2025,derived,derived,net_rev_exp x CPI2025/CPI2018,reported_value,display_only_context,net_rev_exp × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,property_tax_real2025,Property taxes and grants in place (constant 2025 $),C,2531021564.722617,$ constant 2025,derived,derived,property_tax x CPI2025/CPI2018,reported_value,display_only_context,property_tax × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,rev_total_real2025,Total revenue (constant 2025 $),A,4889331183.499289,$ constant 2025,derived,derived,rev_total x CPI2025/CPI2018,reported_value,display_only_context,rev_total × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,assessment_per_capita_real2025,Assessment per capita (constant 2025 $),C,206408.992971,$ constant 2025 / person,derived,derived,assessment_per_capita x CPI2025/CPI2018,reported_value,display_only_context,assessment_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_culture_per_capita_real2025,Culture expense per capita (constant 2025 $),D,91.309239,$ constant 2025 / person,derived,derived,exp_culture_per_capita x CPI2025/CPI2018,reported_value,display_only_context,exp_culture_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_fire_per_capita_real2025,Fire expense per capita (constant 2025 $),D,257.863026,$ constant 2025 / person,derived,derived,exp_fire_per_capita x CPI2025/CPI2018,reported_value,display_only_context,exp_fire_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_parks_rec_per_capita_real2025,Parks & recreation expense per capita (constant 2025 $),D,340.892629,$ constant 2025 / person,derived,derived,exp_parks_rec_per_capita x CPI2025/CPI2018,reported_value,display_only_context,exp_parks_rec_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_per_capita_real2025,Expense per capita (constant 2025 $),A,3699.425491,$ constant 2025 / person,derived,derived,exp_per_capita x CPI2025/CPI2018,reported_value,display_only_context,exp_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_police_per_capita_real2025,Police expense per capita (constant 2025 $),D,542.807054,$ constant 2025 / person,derived,derived,exp_police_per_capita x CPI2025/CPI2018,reported_value,display_only_context,exp_police_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_roads_per_capita_real2025,Roads expense per capita (constant 2025 $),D,528.151611,$ constant 2025 / person,derived,derived,exp_roads_per_capita x CPI2025/CPI2018,reported_value,display_only_context,exp_roads_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,exp_transit_per_capita_real2025,Transit expense per capita (constant 2025 $),D,540.225469,$ constant 2025 / person,derived,derived,exp_transit_per_capita x CPI2025/CPI2018,reported_value,display_only_context,exp_transit_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,0098,Edmonton,rev_per_capita_real2025,Revenue per capita (constant 2025 $),A,4875.095903,$ constant 2025 / person,derived,derived,rev_per_capita x CPI2025/CPI2018,reported_value,display_only_context,rev_per_capita × (CPI_2025 / CPI_year),"deflated with StatCan 18-10-0005-01, All-items Alberta annual CPI (2002=100: 140.6 → 172.2), base 2025 — display-only context, owner-approved 2026-07-18; signals evaluate nominal values under rules v1.2"
2018,AB_CITIES_MEDIAN,Alberta reporting cities excl. Edmonton (n=17),debt_utilization,Debt utilization,B,36.691817,%,derived,derived,median across reporting cities excl. subject,reported_value,comparable,median(debt_utilization),"median of 17 reporting cities in 2018, subject (Edmonton) excluded per rules v1.2; included: Airdrie, Brooks, Calgary, Camrose, Fort Saskatchewan, Grande Prairie, Lacombe, Leduc, Lethbridge, Lloydminster, Medicine Hat, Red Deer, Spruce Grove, St. Albert, Wetaskiwin, Chestermere, Cold Lake; supporting context only — cannot create a high-priority signal"
2018,AB_CITIES_MEDIAN,Alberta reporting cities excl. Edmonton (n=17),debt_service_utilization,Debt-service utilization,B,25.787966,%,derived,derived,median across reporting cities excl. subject,reported_value,comparable,median(debt_service_utilization),"median of 17 reporting cities in 2018, subject (Edmonton) excluded per rules v1.2; included: Airdrie, Brooks, Calgary, Camrose, Fort Saskatchewan, Grande Prairie, Lacombe, Leduc, Lethbridge, Lloydminster, Medicine Hat, Red Deer, Spruce Grove, St. Albert, Wetaskiwin, Chestermere, Cold Lake; supporting context only — cannot create a high-priority signal"
2018,AB_CITIES_MEDIAN,Alberta reporting cities excl. Edmonton (n=17),mill_rate_res,Residential general municipal mill rate,C,7.4744,mills,derived,derived,median across reporting cities excl. subject,reported_value,comparable,median(mill_rate_res),"median of 17 reporting cities in 2018, subject (Edmonton) excluded per rules v1.2; included: Airdrie, Brooks, Calgary, Camrose, Fort Saskatchewan, Grande Prairie, Lacombe, Leduc, Lethbridge, Lloydminster, Medicine Hat, Red Deer, Spruce Grove, St. Albert, Wetaskiwin, Chestermere, Cold Lake; supporting context only — cannot create a high-priority signal"
2018,AB_CITIES_MEDIAN,Alberta reporting cities excl. Edmonton (n=17),mill_rate_nonres,Non-residential general municipal mill rate,C,12.990132,mills,derived,derived,median across reporting cities excl. subject,reported_value,comparable,median(mill_rate_nonres),"median of 17 reporting cities in 2018, subject (Edmonton) excluded per rules v1.2; included: Airdrie, Brooks, Calgary, Camrose, Fort Saskatchewan, Grande Prairie, Lacombe, Leduc, Lethbridge, Lloydminster, Medicine Hat, Red Deer, Spruce Grove, St. Albert, Wetaskiwin, Chestermere, Cold Lake; supporting context only — cannot create a high-priority signal"
2018,AB_CITIES_MEDIAN,Alberta reporting cities,assessment_per_capita,Assessment per capita,C,,$ nominal / person,derived,derived,median across reporting cities,structurally_unavailable,comparable,median(assessment_per_capita),median not computable — population joins in the municipality crosswalk are approved for Edmonton and Calgary only; the other city matches are geo/context-map scope (confirmed_geo_only) and are never used as per-capita denominators
2018,AB_CITIES_MEDIAN,Alberta reporting cities,exp_culture_per_capita,Culture expense per capita,D,,$ nominal / person,derived,derived,median across reporting cities,structurally_unavailable,comparable,median(exp_culture_per_capita),median not computable — population joins in the municipality crosswalk are approved for Edmonton and Calgary only; the other city matches are geo/context-map scope (confirmed_geo_only) and are never used as per-capita denominators
2018,AB_CITIES_MEDIAN,Alberta reporting cities,exp_fire_per_capita,Fire expense per capita,D,,$ nominal / person,derived,derived,median across reporting cities,structurally_unavailable,comparable,median(exp_fire_per_capita),median not computable — population joins in the municipality crosswalk are approved for Edmonton and Calgary only; the other city matches are geo/context-map scope (confirmed_geo_only) and are never used as per-capita denominators
2018,AB_CITIES_MEDIAN,Alberta reporting cities,exp_parks_rec_per_capita,Parks & recreation expense per capita,D,,$ nominal / person,derived,derived,median across reporting cities,structurally_unavailable,comparable,median(exp_parks_rec_per_capita),median not computable — population joins in the municipality crosswalk are approved for Edmonton and Calgary only; the other city matches are geo/context-map scope (confirmed_geo_only) and are never used as per-capita denominators
